Estudiante_ID,Edad,Nota_Mat,Nota_Leng,Nota_CS,Genero,Comuna,Promedio,Rango_Edad
54,23,11,35,51,prefiero no decirlo,Penco,32.333333333333336,Menor de 25
55,29,59,71,92,prefiero no decirlo,Tomé,74.0,Mayor o igual de 25 años
56,20,12,72,40,prefiero no decirlo,Tomé,41.333333333333336,Menor de 25
57,19,30,4,9,masculino,Hualpén,14.333333333333334,Menor de 25
58,20,28,92,1,masculino,Coronel,40.333333333333336,Menor de 25
59,24,66,5,22,femenino,Lota,31.0,Menor de 25
60,29,76,93,44,masculino,Tomé,71.0,Mayor o igual de 25 años
61,25,7,10,76,masculino,Lota,31.0,Mayor o igual de 25 años
62,29,32,75,72,femenino,Arauco,59.666666666666664,Mayor o igual de 25 años
63,22,89,99,24,prefiero no decirlo,Hualpén,70.66666666666667,Menor de 25
64,29,89,67,63,femenino,Coronel,73.0,Mayor o igual de 25 años
65,23,71,63,57,prefiero no decirlo,Coronel,63.666666666666664,Menor de 25
66,18,26,19,63,masculino,Coronel,36.0,Menor de 25
67,21,73,92,58,prefiero no decirlo,Hualpén,74.33333333333333,Menor de 25
68,23,55,4,84,femenino,Lota,47.666666666666664,Menor de 25
69,24,52,40,94,prefiero no decirlo,Penco,62.0,Menor de 25
70,24,93,68,79,masculino,Concepción,80.0,Menor de 25
71,27,12,35,52,masculino,Tomé,33.0,Mayor o igual de 25 años
72,21,54,40,36,masculino,Lota,43.333333333333336,Menor de 25
73,18,12,72,44,prefiero no decirlo,Arauco,42.666666666666664,Menor de 25
74,22,23,71,94,prefiero no decirlo,Tomé,62.666666666666664,Menor de 25
75,27,17,81,26,prefiero no decirlo,Coronel,41.333333333333336,Mayor o igual de 25 años
76,24,22,4,21,prefiero no decirlo,Concepción,15.666666666666666,Menor de 25
77,22,63,95,34,prefiero no decirlo,Hualpén,64.0,Menor de 25
78,20,61,93,13,femenino,Tomé,55.666666666666664,Menor de 25
79,22,79,76,37,masculino,Penco,64.0,Menor de 25
80,23,63,56,84,masculino,Arauco,67.66666666666667,Menor de 25
81,26,8,17,50,femenino,Coronel,25.0,Mayor o igual de 25 años
82,20,82,37,74,masculino,Hualpén,64.33333333333333,Menor de 25
83,27,61,22,34,prefiero no decirlo,Arauco,39.0,Mayor o igual de 25 años
84,28,94,63,92,masculino,Concepción,83.0,Mayor o igual de 25 años
85,18,80,90,96,femenino,Tomé,88.66666666666667,Menor de 25
86,26,16,41,20,masculino,Coronel,25.666666666666668,Mayor o igual de 25 años
87,21,34,72,38,femenino,Penco,48.0,Menor de 25
88,19,30,83,35,prefiero no decirlo,Coronel,49.333333333333336,Menor de 25
89,26,9,29,60,femenino,Penco,32.666666666666664,Mayor o igual de 25 años
90,19,86,53,17,femenino,Concepción,52.0,Menor de 25
91,23,10,86,20,masculino,San Pedro,38.666666666666664,Menor de 25
92,24,91,13,65,femenino,Hualpén,56.333333333333336,Menor de 25
93,25,96,86,22,femenino,Lota,68.0,Mayor o igual de 25 años
94,28,21,55,43,femenino,Lota,39.666666666666664,Mayor o igual de 25 años
95,22,36,64,83,masculino,Lota,61.0,Menor de 25
96,23,17,32,56,masculino,Arauco,35.0,Menor de 25
97,20,52,77,66,femenino,Coronel,65.0,Menor de 25
98,19,5,86,7,masculino,Coronel,32.666666666666664,Menor de 25
99,26,86,82,85,prefiero no decirlo,Coronel,84.33333333333333,Mayor o igual de 25 años
100,24,37,62,1,prefiero no decirlo,Hualpén,33.333333333333336,Menor de 25
101,22,28,8,30,masculino,Hualpén,22.0,Menor de 25
102,28,81,65,57,prefiero no decirlo,Arauco,67.66666666666667,Mayor o igual de 25 años
103,28,10,99,50,masculino,Hualpén,53.0,Mayor o igual de 25 años
104,20,62,74,15,masculino,San Pedro,50.333333333333336,Menor de 25
105,25,58,41,44,femenino,Hualpén,47.666666666666664,Mayor o igual de 25 años
106,21,87,67,28,femenino,Hualpén,60.666666666666664,Menor de 25
107,29,52,60,48,masculino,Hualpén,53.333333333333336,Mayor o igual de 25 años
108,18,96,73,95,masculino,Concepción,88.0,Menor de 25
109,28,83,23,39,femenino,Concepción,48.333333333333336,Mayor o igual de 25 años
110,28,54,95,7,prefiero no decirlo,Arauco,52.0,Mayor o igual de 25 años
111,19,96,80,40,femenino,Penco,72.0,Menor de 25
112,27,29,90,47,prefiero no decirlo,Arauco,55.333333333333336,Mayor o igual de 25 años
113,21,96,78,59,femenino,Tomé,77.66666666666667,Menor de 25
114,23,52,86,65,masculino,Arauco,67.66666666666667,Menor de 25
115,24,79,54,74,masculino,Penco,69.0,Menor de 25
116,19,98,11,67,prefiero no decirlo,Tomé,58.666666666666664,Menor de 25
117,21,94,87,82,prefiero no decirlo,Tomé,87.66666666666667,Menor de 25
118,19,5,26,81,femenino,Penco,37.333333333333336,Menor de 25
119,20,47,4,68,femenino,San Pedro,39.666666666666664,Menor de 25
120,22,52,14,68,masculino,Arauco,44.666666666666664,Menor de 25
121,26,76,82,31,femenino,Tomé,63.0,Mayor o igual de 25 años
122,29,11,42,55,masculino,Arauco,36.0,Mayor o igual de 25 años
123,21,75,48,5,masculino,Penco,42.666666666666664,Menor de 25
124,26,37,26,50,masculino,Lota,37.666666666666664,Mayor o igual de 25 años
125,26,51,86,53,masculino,Coronel,63.333333333333336,Mayor o igual de 25 años
126,21,87,19,85,prefiero no decirlo,Arauco,63.666666666666664,Menor de 25
127,29,38,98,94,femenino,San Pedro,76.66666666666667,Mayor o igual de 25 años
128,27,69,50,15,masculino,Hualpén,44.666666666666664,Mayor o igual de 25 años
129,29,57,22,42,prefiero no decirlo,Concepción,40.333333333333336,Mayor o igual de 25 años
130,25,37,13,82,femenino,Hualpén,44.0,Mayor o igual de 25 años
131,25,69,76,81,masculino,Lota,75.33333333333333,Mayor o igual de 25 años
132,28,90,86,65,prefiero no decirlo,Lota,80.33333333333333,Mayor o igual de 25 años
133,24,49,76,42,femenino,Penco,55.666666666666664,Menor de 25
134,22,43,27,30,prefiero no decirlo,Tomé,33.333333333333336,Menor de 25
135,26,37,49,42,prefiero no decirlo,Coronel,42.666666666666664,Mayor o igual de 25 años
136,25,68,35,20,prefiero no decirlo,Concepción,41.0,Mayor o igual de 25 años
137,27,24,36,78,masculino,Tomé,46.0,Mayor o igual de 25 años
138,29,41,51,11,masculino,Hualpén,34.333333333333336,Mayor o igual de 25 años
139,26,30,25,51,prefiero no decirlo,Concepción,35.333333333333336,Mayor o igual de 25 años
140,21,76,16,46,prefiero no decirlo,Arauco,46.0,Menor de 25
141,28,65,4,98,femenino,Penco,55.666666666666664,Mayor o igual de 25 años
142,18,16,11,16,prefiero no decirlo,Lota,14.333333333333334,Menor de 25
143,24,61,1,11,prefiero no decirlo,Arauco,24.333333333333332,Menor de 25
144,27,99,57,62,femenino,Tomé,72.66666666666667,Mayor o igual de 25 años
145,27,88,94,40,femenino,San Pedro,74.0,Mayor o igual de 25 años
146,23,63,30,23,prefiero no decirlo,Concepción,38.666666666666664,Menor de 25
147,21,88,15,86,femenino,Penco,63.0,Menor de 25
148,29,9,64,27,masculino,Lota,33.333333333333336,Mayor o igual de 25 años
149,21,2,35,95,masculino,Hualpén,44.0,Menor de 25
150,18,17,17,74,prefiero no decirlo,Hualpén,36.0,Menor de 25
151,18,28,30,33,femenino,Tomé,30.333333333333332,Menor de 25
152,20,5,33,59,prefiero no decirlo,Arauco,32.333333333333336,Menor de 25
153,23,36,35,59,femenino,Hualpén,43.333333333333336,Menor de 25
154,20,76,60,15,masculino,Lota,50.333333333333336,Menor de 25
155,23,47,66,47,masculino,Concepción,53.333333333333336,Menor de 25
156,24,59,70,88,masculino,Coronel,72.33333333333333,Menor de 25
157,26,90,90,94,prefiero no decirlo,Tomé,91.33333333333333,Mayor o igual de 25 años
158,28,8,98,21,prefiero no decirlo,Tomé,42.333333333333336,Mayor o igual de 25 años
159,18,19,91,30,femenino,Penco,46.666666666666664,Menor de 25
160,29,62,11,93,prefiero no decirlo,Arauco,55.333333333333336,Mayor o igual de 25 años
161,18,72,18,13,masculino,Penco,34.333333333333336,Menor de 25
162,28,24,84,76,masculino,Penco,61.333333333333336,Mayor o igual de 25 años
163,27,46,32,10,prefiero no decirlo,Penco,29.333333333333332,Mayor o igual de 25 años
164,25,15,13,9,femenino,San Pedro,12.333333333333334,Mayor o igual de 25 años
165,18,93,77,57,masculino,Coronel,75.66666666666667,Menor de 25
166,18,9,49,42,femenino,Penco,33.333333333333336,Menor de 25
167,19,38,77,54,femenino,Concepción,56.333333333333336,Menor de 25
168,18,27,48,94,femenino,Penco,56.333333333333336,Menor de 25
169,23,65,50,83,masculino,Penco,66.0,Menor de 25
170,26,67,47,92,masculino,Arauco,68.66666666666667,Mayor o igual de 25 años
171,25,58,73,95,masculino,Hualpén,75.33333333333333,Mayor o igual de 25 años
172,27,88,67,49,masculino,Penco,68.0,Mayor o igual de 25 años
173,27,61,58,79,femenino,Arauco,66.0,Mayor o igual de 25 años
174,23,31,78,38,masculino,Hualpén,49.0,Menor de 25
175,23,75,28,21,femenino,Penco,41.333333333333336,Menor de 25
176,22,98,72,65,prefiero no decirlo,San Pedro,78.33333333333333,Menor de 25
177,19,33,81,35,masculino,Concepción,49.666666666666664,Menor de 25
178,18,17,72,79,prefiero no decirlo,Lota,56.0,Menor de 25
179,26,76,26,81,femenino,Coronel,61.0,Mayor o igual de 25 años
180,22,90,48,3,masculino,Penco,47.0,Menor de 25
181,27,76,21,52,femenino,Hualpén,49.666666666666664,Mayor o igual de 25 años
182,23,57,63,24,prefiero no decirlo,Hualpén,48.0,Menor de 25
183,29,22,98,67,prefiero no decirlo,Hualpén,62.333333333333336,Mayor o igual de 25 años
184,24,11,16,39,masculino,Arauco,22.0,Menor de 25
185,29,61,86,22,masculino,Arauco,56.333333333333336,Mayor o igual de 25 años
186,19,29,35,7,masculino,Concepción,23.666666666666668,Menor de 25
187,22,71,71,74,prefiero no decirlo,Lota,72.0,Menor de 25
188,29,15,82,59,femenino,Hualpén,52.0,Mayor o igual de 25 años
189,29,90,45,64,femenino,Concepción,66.33333333333333,Mayor o igual de 25 años
190,20,59,71,7,prefiero no decirlo,Arauco,45.666666666666664,Menor de 25
191,29,12,17,68,prefiero no decirlo,Concepción,32.333333333333336,Mayor o igual de 25 años
192,19,28,86,9,femenino,San Pedro,41.0,Menor de 25
193,27,24,96,66,masculino,Coronel,62.0,Mayor o igual de 25 años
194,27,31,67,46,prefiero no decirlo,Coronel,48.0,Mayor o igual de 25 años
195,25,31,45,70,masculino,San Pedro,48.666666666666664,Mayor o igual de 25 años
196,26,12,37,54,femenino,San Pedro,34.333333333333336,Mayor o igual de 25 años
197,23,90,6,52,masculino,Hualpén,49.333333333333336,Menor de 25
198,18,36,67,9,masculino,Lota,37.333333333333336,Menor de 25
199,23,26,38,77,femenino,Concepción,47.0,Menor de 25
200,23,98,10,73,prefiero no decirlo,Lota,60.333333333333336,Menor de 25
201,27,3,48,89,prefiero no decirlo,Penco,46.666666666666664,Mayor o igual de 25 años
202,24,32,10,15,prefiero no decirlo,San Pedro,19.0,Menor de 25
203,19,35,37,16,masculino,Coronel,29.333333333333332,Menor de 25
204,18,25,57,45,prefiero no decirlo,Penco,42.333333333333336,Menor de 25
205,29,73,49,15,femenino,Lota,45.666666666666664,Mayor o igual de 25 años
206,26,39,2,52,masculino,Hualpén,31.0,Mayor o igual de 25 años
207,29,36,26,70,femenino,Hualpén,44.0,Mayor o igual de 25 años
208,22,36,70,71,prefiero no decirlo,Penco,59.0,Menor de 25
209,25,36,9,61,masculino,Penco,35.333333333333336,Mayor o igual de 25 años
210,19,54,41,46,masculino,San Pedro,47.0,Menor de 25
211,29,28,55,48,femenino,San Pedro,43.666666666666664,Mayor o igual de 25 años
212,24,74,46,26,masculino,Coronel,48.666666666666664,Menor de 25
213,28,78,58,76,prefiero no decirlo,Coronel,70.66666666666667,Mayor o igual de 25 años
214,23,12,88,26,femenino,Tomé,42.0,Menor de 25
215,18,58,15,58,femenino,Coronel,43.666666666666664,Menor de 25
216,18,94,37,70,masculino,Penco,67.0,Menor de 25
217,19,27,10,52,prefiero no decirlo,Penco,29.666666666666668,Menor de 25
218,24,20,62,57,prefiero no decirlo,Arauco,46.333333333333336,Menor de 25
219,25,49,73,80,femenino,Tomé,67.33333333333333,Mayor o igual de 25 años
220,26,98,98,44,femenino,Coronel,80.0,Mayor o igual de 25 años
221,28,69,75,60,prefiero no decirlo,Tomé,68.0,Mayor o igual de 25 años
222,26,84,58,6,prefiero no decirlo,Hualpén,49.333333333333336,Mayor o igual de 25 años
223,18,82,35,23,masculino,Arauco,46.666666666666664,Menor de 25
224,19,10,73,40,masculino,Concepción,41.0,Menor de 25
225,23,66,29,5,femenino,Concepción,33.333333333333336,Menor de 25
226,26,37,49,59,prefiero no decirlo,Tomé,48.333333333333336,Mayor o igual de 25 años
227,25,93,90,13,prefiero no decirlo,Tomé,65.33333333333333,Mayor o igual de 25 años
228,27,42,51,97,femenino,Hualpén,63.333333333333336,Mayor o igual de 25 años
229,21,79,57,97,femenino,Penco,77.66666666666667,Menor de 25
230,20,7,82,49,masculino,Coronel,46.0,Menor de 25
231,21,30,41,20,prefiero no decirlo,San Pedro,30.333333333333332,Menor de 25
232,19,94,75,35,prefiero no decirlo,Concepción,68.0,Menor de 25
233,27,57,6,86,femenino,San Pedro,49.666666666666664,Mayor o igual de 25 años
234,20,62,44,95,prefiero no decirlo,Tomé,67.0,Menor de 25
235,20,19,64,80,femenino,Coronel,54.333333333333336,Menor de 25
236,29,50,81,10,prefiero no decirlo,Concepción,47.0,Mayor o igual de 25 años
237,23,94,92,96,femenino,Concepción,94.0,Menor de 25
238,20,92,96,86,prefiero no decirlo,San Pedro,91.33333333333333,Menor de 25
239,20,70,33,53,femenino,Coronel,52.0,Menor de 25
240,21,37,53,78,femenino,Hualpén,56.0,Menor de 25
241,25,41,64,46,prefiero no decirlo,Hualpén,50.333333333333336,Mayor o igual de 25 años
242,29,44,66,98,prefiero no decirlo,Concepción,69.33333333333333,Mayor o igual de 25 años
243,22,48,35,96,femenino,Hualpén,59.666666666666664,Menor de 25
244,21,45,92,1,prefiero no decirlo,Penco,46.0,Menor de 25
245,24,34,32,81,masculino,Coronel,49.0,Menor de 25
246,24,30,49,47,prefiero no decirlo,Penco,42.0,Menor de 25
247,29,26,82,17,masculino,Coronel,41.666666666666664,Mayor o igual de 25 años
248,24,26,26,90,prefiero no decirlo,Lota,47.333333333333336,Menor de 25
249,22,40,22,65,masculino,Hualpén,42.333333333333336,Menor de 25
250,25,30,32,88,masculino,Lota,50.0,Mayor o igual de 25 años
251,28,20,98,52,masculino,Arauco,56.666666666666664,Mayor o igual de 25 años
252,18,89,83,14,prefiero no decirlo,Hualpén,62.0,Menor de 25
253,20,52,77,41,prefiero no decirlo,Coronel,56.666666666666664,Menor de 25
254,28,35,67,98,femenino,Tomé,66.66666666666667,Mayor o igual de 25 años
255,22,97,14,35,femenino,Penco,48.666666666666664,Menor de 25
256,20,36,84,74,femenino,Arauco,64.66666666666667,Menor de 25
257,19,92,43,87,prefiero no decirlo,Tomé,74.0,Menor de 25
258,22,5,58,40,masculino,Arauco,34.333333333333336,Menor de 25
259,21,62,30,12,masculino,San Pedro,34.666666666666664,Menor de 25
260,26,35,35,54,masculino,Lota,41.333333333333336,Mayor o igual de 25 años
261,22,26,89,14,prefiero no decirlo,Hualpén,43.0,Menor de 25
262,22,42,31,4,masculino,Penco,25.666666666666668,Menor de 25
263,28,67,34,12,femenino,Lota,37.666666666666664,Mayor o igual de 25 años
264,18,85,80,83,femenino,San Pedro,82.66666666666667,Menor de 25
265,19,79,75,29,prefiero no decirlo,Coronel,61.0,Menor de 25
266,28,63,56,97,femenino,Arauco,72.0,Mayor o igual de 25 años
267,24,30,99,72,masculino,San Pedro,67.0,Menor de 25
268,25,12,71,71,femenino,Hualpén,51.333333333333336,Mayor o igual de 25 años
269,23,77,79,8,femenino,Coronel,54.666666666666664,Menor de 25
270,26,77,41,67,femenino,Hualpén,61.666666666666664,Mayor o igual de 25 años
271,28,33,33,60,prefiero no decirlo,Lota,42.0,Mayor o igual de 25 años
272,18,9,6,3,prefiero no decirlo,Lota,6.0,Menor de 25
273,20,5,82,35,femenino,San Pedro,40.666666666666664,Menor de 25
274,21,14,20,43,prefiero no decirlo,Arauco,25.666666666666668,Menor de 25
275,22,48,6,37,masculino,Penco,30.333333333333332,Menor de 25
276,20,59,6,6,masculino,Concepción,23.666666666666668,Menor de 25
277,29,78,66,59,masculino,Coronel,67.66666666666667,Mayor o igual de 25 años
278,28,21,1,1,prefiero no decirlo,Lota,7.666666666666667,Mayor o igual de 25 años
279,29,89,62,21,prefiero no decirlo,Arauco,57.333333333333336,Mayor o igual de 25 años
280,25,71,78,67,masculino,Concepción,72.0,Mayor o igual de 25 años
281,23,60,58,11,femenino,Hualpén,43.0,Menor de 25
282,18,80,25,6,prefiero no decirlo,Penco,37.0,Menor de 25
283,20,63,6,20,masculino,San Pedro,29.666666666666668,Menor de 25
284,29,5,70,95,masculino,Penco,56.666666666666664,Mayor o igual de 25 años
285,29,98,36,46,masculino,Penco,60.0,Mayor o igual de 25 años
286,22,83,74,89,masculino,Lota,82.0,Menor de 25
287,20,75,65,35,femenino,Penco,58.333333333333336,Menor de 25
288,25,34,27,48,prefiero no decirlo,Lota,36.333333333333336,Mayor o igual de 25 años
289,19,31,18,53,prefiero no decirlo,Concepción,34.0,Menor de 25
290,19,28,98,27,femenino,Arauco,51.0,Menor de 25
291,20,69,53,44,prefiero no decirlo,Coronel,55.333333333333336,Menor de 25
292,28,42,34,88,prefiero no decirlo,Penco,54.666666666666664,Mayor o igual de 25 años
293,26,47,16,30,femenino,Penco,31.0,Mayor o igual de 25 años
294,22,64,95,1,prefiero no decirlo,Concepción,53.333333333333336,Menor de 25
295,25,47,29,15,masculino,Lota,30.333333333333332,Mayor o igual de 25 años
296,19,60,75,56,prefiero no decirlo,Hualpén,63.666666666666664,Menor de 25
297,21,62,26,47,femenino,Lota,45.0,Menor de 25
298,19,68,87,61,femenino,Coronel,72.0,Menor de 25
299,19,28,98,78,prefiero no decirlo,Concepción,68.0,Menor de 25
300,28,29,12,27,prefiero no decirlo,Arauco,22.666666666666668,Mayor o igual de 25 años
301,21,47,59,90,prefiero no decirlo,Coronel,65.33333333333333,Menor de 25
302,18,35,82,40,prefiero no decirlo,Lota,52.333333333333336,Menor de 25
303,23,2,91,96,masculino,Concepción,63.0,Menor de 25
304,20,61,90,95,prefiero no decirlo,Concepción,82.0,Menor de 25
305,20,47,54,57,prefiero no decirlo,Arauco,52.666666666666664,Menor de 25
306,21,96,92,54,femenino,Tomé,80.66666666666667,Menor de 25
307,21,68,15,88,prefiero no decirlo,Lota,57.0,Menor de 25
308,27,2,34,45,femenino,Coronel,27.0,Mayor o igual de 25 años
309,29,15,53,56,prefiero no decirlo,Penco,41.333333333333336,Mayor o igual de 25 años
310,26,2,41,26,prefiero no decirlo,Hualpén,23.0,Mayor o igual de 25 años
311,28,98,18,94,femenino,Tomé,70.0,Mayor o igual de 25 años
312,21,12,29,9,prefiero no decirlo,San Pedro,16.666666666666668,Menor de 25
313,18,30,64,89,prefiero no decirlo,San Pedro,61.0,Menor de 25
314,18,19,53,15,masculino,Tomé,29.0,Menor de 25
315,22,64,32,96,femenino,San Pedro,64.0,Menor de 25
316,29,18,48,62,masculino,Hualpén,42.666666666666664,Mayor o igual de 25 años
317,22,38,2,89,masculino,Penco,43.0,Menor de 25
318,27,30,80,6,prefiero no decirlo,San Pedro,38.666666666666664,Mayor o igual de 25 años
319,18,88,27,58,femenino,Tomé,57.666666666666664,Menor de 25
320,28,42,51,26,masculino,Hualpén,39.666666666666664,Mayor o igual de 25 años
321,23,22,43,33,masculino,Penco,32.666666666666664,Menor de 25
322,22,79,2,1,femenino,Hualpén,27.333333333333332,Menor de 25
323,18,87,42,70,masculino,Concepción,66.33333333333333,Menor de 25
324,25,24,35,81,femenino,Penco,46.666666666666664,Mayor o igual de 25 años
325,28,14,9,31,femenino,Coronel,18.0,Mayor o igual de 25 años
326,23,90,21,23,femenino,Concepción,44.666666666666664,Menor de 25
327,21,11,25,80,prefiero no decirlo,Lota,38.666666666666664,Menor de 25
328,20,76,7,25,femenino,Tomé,36.0,Menor de 25
329,28,45,26,27,masculino,Tomé,32.666666666666664,Mayor o igual de 25 años
330,29,4,78,79,femenino,San Pedro,53.666666666666664,Mayor o igual de 25 años
331,19,95,6,91,masculino,Lota,64.0,Menor de 25
332,22,81,50,75,femenino,Coronel,68.66666666666667,Menor de 25
333,20,21,58,60,prefiero no decirlo,Penco,46.333333333333336,Menor de 25
334,21,95,25,55,femenino,Tomé,58.333333333333336,Menor de 25
335,20,91,12,71,masculino,Arauco,58.0,Menor de 25
336,22,65,99,39,prefiero no decirlo,Concepción,67.66666666666667,Menor de 25
337,27,77,15,3,femenino,Arauco,31.666666666666668,Mayor o igual de 25 años
338,26,93,36,33,masculino,San Pedro,54.0,Mayor o igual de 25 años
339,27,62,54,43,femenino,Arauco,53.0,Mayor o igual de 25 años
340,27,37,4,98,prefiero no decirlo,Tomé,46.333333333333336,Mayor o igual de 25 años
341,20,53,62,41,masculino,Tomé,52.0,Menor de 25
342,25,69,94,74,masculino,San Pedro,79.0,Mayor o igual de 25 años
343,26,78,30,58,prefiero no decirlo,Concepción,55.333333333333336,Mayor o igual de 25 años
344,20,72,99,3,masculino,Coronel,58.0,Menor de 25
345,19,49,54,58,prefiero no decirlo,Tomé,53.666666666666664,Menor de 25
346,24,70,29,44,masculino,Tomé,47.666666666666664,Menor de 25
347,18,85,93,80,femenino,Concepción,86.0,Menor de 25
348,23,35,7,81,prefiero no decirlo,Arauco,41.0,Menor de 25
349,23,82,36,25,prefiero no decirlo,Hualpén,47.666666666666664,Menor de 25
350,20,8,16,61,femenino,San Pedro,28.333333333333332,Menor de 25
351,21,38,94,60,femenino,Tomé,64.0,Menor de 25
352,26,93,62,26,femenino,San Pedro,60.333333333333336,Mayor o igual de 25 años
353,29,95,95,19,masculino,Arauco,69.66666666666667,Mayor o igual de 25 años
354,19,80,46,3,masculino,Penco,43.0,Menor de 25
355,26,30,44,97,prefiero no decirlo,Penco,57.0,Mayor o igual de 25 años
356,23,89,40,84,prefiero no decirlo,Tomé,71.0,Menor de 25
357,23,34,50,57,femenino,Coronel,47.0,Menor de 25
358,21,69,78,84,prefiero no decirlo,Arauco,77.0,Menor de 25
359,21,18,77,70,prefiero no decirlo,San Pedro,55.0,Menor de 25
360,21,92,42,23,prefiero no decirlo,Lota,52.333333333333336,Menor de 25
361,22,53,5,78,prefiero no decirlo,Tomé,45.333333333333336,Menor de 25
362,21,3,74,46,femenino,Tomé,41.0,Menor de 25
363,26,78,13,21,femenino,Lota,37.333333333333336,Mayor o igual de 25 años
364,26,20,18,95,prefiero no decirlo,Hualpén,44.333333333333336,Mayor o igual de 25 años
365,22,70,57,18,prefiero no decirlo,Arauco,48.333333333333336,Menor de 25
366,28,51,71,96,prefiero no decirlo,Coronel,72.66666666666667,Mayor o igual de 25 años
367,26,39,50,50,femenino,Penco,46.333333333333336,Mayor o igual de 25 años
368,21,2,68,57,masculino,Lota,42.333333333333336,Menor de 25
369,26,46,43,19,prefiero no decirlo,Concepción,36.0,Mayor o igual de 25 años
370,20,10,63,72,femenino,Lota,48.333333333333336,Menor de 25
371,26,10,60,19,femenino,Penco,29.666666666666668,Mayor o igual de 25 años
372,20,85,40,42,masculino,Lota,55.666666666666664,Menor de 25
373,21,31,77,10,prefiero no decirlo,Tomé,39.333333333333336,Menor de 25
374,22,56,75,27,prefiero no decirlo,San Pedro,52.666666666666664,Menor de 25
